ID,Name,Designer,Link,Description,Image,Materials,Code,Width,Depth,Height,Seat Height
18,Lima,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/lima/,The decorative sensuality of generous shapes elegantly poised above slender feet forms an enticing contrast that composes spaces to be lived in and,https://www.tacchini.it/wp-content/uploads/2017/11/Lima-70-1.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: non removable cover.; Base:",Cod.,70,89,70,39.0
19,Montevideo,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/montevideo/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/10/Montevideo-77.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,222,222,222,90.0
19,Montevideo,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/montevideo/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/10/Montevideo-77.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,192,192,192,90.0
19,Montevideo,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/montevideo/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/10/Montevideo-77.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,162,162,162,90.0
19,Montevideo,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/montevideo/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/10/Montevideo-77.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,96,96,90,78.0
19,Montevideo,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/montevideo/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/10/Montevideo-77.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,54,54,62,80.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,80,80,62,74.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,140,140,62,74.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,200,200,62,74.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,240,240,62,74.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,80,80,62,39.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,140,140,62,39.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,200,200,62,39.0
20,Labanca,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/labanca/,"Multifunctional leading-edge design distinguishes this style, meant to enhance spaces with an international sense of decor that tends to the unique and",https://www.tacchini.it/wp-content/uploads/2017/11/Labanca-59.svg,"Internal frame: metal seat frame with elastic belts + seat bottom, back and armrest birch plywood 18 mm thickness.; Padding: differentiated - density polyurethane foam.; Base: shiny aluminium plates.; Upholstery: non removable cover.",Cod.,240,240,62,39.0
21,Sliding,Pietro Arosio,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/sliding/,A practical and extremely elegant sofa characterized by its base in cast aluminium which transforms itself into a comfortable double bed simply by,https://www.tacchini.it/wp-content/uploads/2017/11/Sliding-70.svg,"Internal frame: metal inserts with elastic belts.; Padding: differentiated - density polyurethane foam.; Base: die casting aluminium base powder-coated matt embossed aluminium and black. The element is provided with a patented metal system, which allows to convert the sofa into bed.; Upholstery: fully removable cover.; ® Patented.; A) Base + feet:; B) Base + feet:",Cod.,200,204,100,144.0
22,Quadro,Pietro Arosio,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quadro/,"Quadro is a modular system which enables several configurations of sofas, armchairs and ottomans in a variety of combinations and dimensions addressing",https://www.tacchini.it/wp-content/uploads/2017/11/Quadro-48.svg,Internal frame: metal frame with elastic belts covered by cold foam with metal inserts.; Base: plastic bottom with AVP steel feet.; Upholstery: fully removable cover.,Cod.,100,98,98,66.0
22,Quadro,Pietro Arosio,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quadro/,"Quadro is a modular system which enables several configurations of sofas, armchairs and ottomans in a variety of combinations and dimensions addressing",https://www.tacchini.it/wp-content/uploads/2017/11/Quadro-48.svg,Internal frame: metal frame with elastic belts covered by cold foam with metal inserts.; Base: plastic bottom with AVP steel feet.; Upholstery: fully removable cover.,Cod.,70,70,98,66.0
22,Quadro,Pietro Arosio,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quadro/,"Quadro is a modular system which enables several configurations of sofas, armchairs and ottomans in a variety of combinations and dimensions addressing",https://www.tacchini.it/wp-content/uploads/2017/11/Quadro-48.svg,Internal frame: metal frame with elastic belts covered by cold foam with metal inserts.; Base: plastic bottom with AVP steel feet.; Upholstery: fully removable cover.,Cod.,70,70,70,36.0
22,Quadro,Pietro Arosio,https://www.tacchini.it/en/https://www.tacchini.it/en/sofas/quadro/,"Quadro is a modular system which enables several configurations of sofas, armchairs and ottomans in a variety of combinations and dimensions addressing",https://www.tacchini.it/wp-content/uploads/2017/11/Quadro-48.svg,Internal frame: metal frame with elastic belts covered by cold foam with metal inserts.; Base: plastic bottom with AVP steel feet.; Upholstery: fully removable cover.,Cod.,35,98,35,36.0
23,Additional System Armchair,Joe Colombo,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/additional-system-armchair/,Modules with unusual shapes give life to original seating configurations where aggregation and variability take center stage. Additional System is a,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Additional-System-Armchair.svg,Wood frame covered with polyurethane foam in different densities.; Base and inserts made of aluminum.; Covers made of leather or fabric.; Removable cover.,Cod.,90,90,90,75.0
24,Le Mura Armchair,Mario Bellini,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/le-mura-armchair/,The project Le Mura by Mario Bellini represents the manifesto of a radical design that went through all the Italian 70s: design was as an answer to,https://www.tacchini.it/wp-content/uploads/2023/06/Tacchini-LeMura-Armchair.svg,Upholstery: removable.; Clasp and zipper:,ArmchairCod.,120,128,96,5.0
25,Orsola Armchair,Gastone Rinaldi,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/orsola-armchair/,"Roundness and comfort. Tradition and innovation. These are the keywords of Orsola, designed in 1970 by Gastone Rinaldi. The new edition stays true to its",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Orsola-Armchair.svg,"Internal structure: 18 mm thick poplar plywood, with 45 × 45 mm solid fir crosspieces with elastic straps.; Padding: polyurethane foam in different densities.; Structure: T23 polished chrome iron tube.; Cover: not removable.; Structure:",Cod.,90,90,99,70.0
25,Orsola Armchair,Gastone Rinaldi,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/orsola-armchair/,"Roundness and comfort. Tradition and innovation. These are the keywords of Orsola, designed in 1970 by Gastone Rinaldi. The new edition stays true to its",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Orsola-Armchair.svg,"Internal structure: 18 mm thick poplar plywood, with 45 × 45 mm solid fir crosspieces with elastic straps.; Padding: polyurethane foam in different densities.; Structure: T23 polished chrome iron tube.; Cover: not removable.; Structure:",Cod.,90,90,80,40.0
26,Elephant,Karen Chekerdjian,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/elephant/,"Two tusks extend harmoniously outwards. Four legs anchor the chair to the ground, conveying a feeling of strength and power. A comfortable and majestic",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Elephant-Armchair.svg,Structure: open pore T134 walnut stained ash or open pore T122 anthracite stained ash.; Padding: goose down.; Upholstery: load-bearing leather structure and cushion covered in leather. Not removable.; Structure:; Available in the following leather finishes:; Cushion available in the following Guarana colors:,Cod.,72,72,90,2.0
26,Elephant,Karen Chekerdjian,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/elephant/,"Two tusks extend harmoniously outwards. Four legs anchor the chair to the ground, conveying a feeling of strength and power. A comfortable and majestic",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Elephant-Armchair.svg,Structure: open pore T134 walnut stained ash or open pore T122 anthracite stained ash.; Padding: goose down.; Upholstery: load-bearing leather structure and cushion covered in leather. Not removable.; Structure:; Available in the following leather finishes:; Cushion available in the following Guarana colors:,Cod.,62,62,50,36.0
27,Sella Armchair,Carlo De Carli,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/sella-armchair-classic/,Sella is inspired by the armchair of the same name designed in 1966 by the famous Italian architect Carlo De Carli. The highly elegant sofa is made using,https://www.tacchini.it/wp-content/uploads/2019/06/Sella-Armchair.svg,"Structure: in Canaletto Walnut with leather belts.; Padding: feather cushions for the seat, feather cushions with a rubber insert for the back to give support.; Internal frame: iron frame with elastic straps.; Metal details: glossy black chrome.; Upholstery: not removable.; Base:",OSEL102W,102,102,97,83.0
28,Roma Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/roma-armchair/,"Almost suspended above the floor, with the slenderest of legs upholding a large, cosy seat. Jonas Wagell imagines a family of sofas, inspired by the soft,",https://www.tacchini.it/wp-content/uploads/2017/11/Roma-2.svg,Internal structure: 18 mm thick birch plywood and 25 mm thick poplar plywood with elastic belts.; Padding: differentiated-density polyurethane foam. Backrest cushions: feather.; Upholstery: not removable.; Base: tubular metal feet Ø 16 mm powder coated painted or chromed.; Base:,Cod.,106,106,3,88.0
29,Crystal Armchair,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/crystal-armchair/,"Oblique corners reminding of ancient obelisk shapes, creating an architectural play of light and shadow. Full volumes seem to float above the floor, on a",https://www.tacchini.it/wp-content/uploads/2017/11/Crystal-03.svg,Internal frame: poplar plywood 18 mm with elastic belts.; Padding: differentiated - density polyurethane foam.; Base: on plastic glides or also available with black embossed powder-coated metal swivel plate 8 mm thick.; Upholstery: non removable cover.,Cod.,96,96,96,80.0
30,Lagoa,Zanini De Zanine,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/lagoa/,"Zanini de Zanine, the famous Brazilian designer, son of architect and designer José Zanine Caldas, creates an absolutely original model, conceived",https://www.tacchini.it/wp-content/uploads/2019/06/Lagoa.svg,Internal structure: 18 mm poplar plywood.; Seat with elastic belts.; Padding: differentiated-density polyurethane foam.; Upholstery: not removable.,Cod.,90,90,74,74.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",ArmchairCod.,102,102,5,87.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",OttomanCod.,120,120,92,42.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",OttomanCod.,68,68,66,42.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",SofaCod.,240,240,126,75.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",Chaise-longueCod.,208,208,121,76.0
31,Julep Armchair,Jonas Wagell,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/julep-armchair/,"Soft, enveloping shapes characterize this family of upholstered pieces. Julep is influenced by the 1950s Avant-Garde movement, drawing upon its simplicity",https://www.tacchini.it/wp-content/uploads/2018/05/Julep-3.svg,"Internal frame: poplar and birch plywood 18 mm thick, with elastic belts.; Padding: cold foam.; Base: poplar plywood 3 mm thick covered with the same fabric of the product.; Upholstery: non removable cover.; Notes: the products cannot be realized in Leather, Super Leather, Aniline Leather and Vinyl.; ® Registered Design",IslandCod.,174,174,137,75.0
32,Sesann Armchair,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/sesann-armchair/,"An icon of Italian design in the 1970s, the Sesann collection by Gianfranco Frattini was part of a new vision of contemporary living in which ergonomics",https://www.tacchini.it/wp-content/uploads/2017/11/Sesann-69-1.svg,Internal frame: cold foam with backrest insert and seat in polyurethane foam. Seat in 18 mm thick poplar plywood and solid fir wood with elastic belts.; Base: tubular metal frame Ø 20 mm powder-coated painted or chromed.; Feet: open pore stained solid ash wood.; Upholstery: not removable.; Base:; Feet:,Cod.,110,110,97,67.0
33,Baobab,Lievore Altherr Molina,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/baobab/,"Baobab is characterised by the contrast of the full rounded form of the seat with the fine and elegant profile of the back. The result, quite apart from",https://www.tacchini.it/wp-content/uploads/2017/11/Baobab-82.svg,Internal frame: birch plywood.; Padding: differentiated - density polyurethane foam.; Base: on castors.; Upholstery: non removable cover.,Cod.,80,80,77,69.0
34,Pastilles,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/pastilles/,"The new project with Studiopepe is a collaboration with designers Arianna Lelli Mami and Chiara Di Pinto, the creative minds behind the consultancy.",https://www.tacchini.it/wp-content/uploads/2018/12/Pastilles-Armchair.svg,Internal frame: 18 mm thick poplar plywood.; Padding: differentiated-density polyurethane foam.; Base: 0.9 mm thick laminate in different colors.; Upholstery: not removable.; Base:,Cod.,57,57,55,73.0
35,Pisa,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/pisa/,From the visual form of the verbal language – borrowed from the simple configuration of the letter “u” – the Swedish designers translate the game of,https://www.tacchini.it/wp-content/uploads/2017/11/Pisa-03.svg,"Internal frame: cold foam with metal insert, with 18 mm thick birch plywood seat. Seat and back in polyurethane foam.; Base: aluminium feet or black embossed powder-coated metal swivel plate 8 mm thick.",Cod.,67,67,76,82.0
36,Polar Armchair,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/polar-armchair/,"Polar is inspired by the shear forms of the ice caps in the arctic seas, thus giving life to an extremely versatile seating system. The seats and",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-44.svg,"Internal frameSeat frame: poplar plywood 18 mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,107,107,81,5.0
36,Polar Armchair,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/polar-armchair/,"Polar is inspired by the shear forms of the ice caps in the arctic seas, thus giving life to an extremely versatile seating system. The seats and",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-44.svg,"Internal frameSeat frame: poplar plywood 18 mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,107,107,81,5.0
37,Lina,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/lina/,"Lina is a re-edition of one of the earliest projects designed by Gianfranco Frattini, one of the great masters of Italian design. Nominated in 1955 for",https://www.tacchini.it/wp-content/uploads/2018/05/Lina.svg,Internal frame: birch plywood 18 mm thick with elastic belts for the seat.; Padding: differentiated density polyurethane foam.; Base: open pore stained solid ash wood.; Upholstery: non removable cover.; Base:,Cod.,78,78,78,76.0
38,Agnese,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/agnese/,"Model 849, one of his most famous armchairs, was designed by Gianfranco Frattini in 1956. Awarded honorable mention at the 3rd Compasso d’Oro, Agnese is",https://www.tacchini.it/wp-content/uploads/2017/11/Agnese-80.svg,Internal frame: birch plywood 12 mm thick.; Padding: differentiated - density polyurethane foam.; Base: open pore stained solid ash wood.; Upholstery: non removable cover.; Base:,Cod.,84,84,76,73.0
38,Agnese,Gianfranco Frattini,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/agnese/,"Model 849, one of his most famous armchairs, was designed by Gianfranco Frattini in 1956. Awarded honorable mention at the 3rd Compasso d’Oro, Agnese is",https://www.tacchini.it/wp-content/uploads/2017/11/Agnese-80.svg,Internal frame: birch plywood 12 mm thick.; Padding: differentiated - density polyurethane foam.; Base: open pore stained solid ash wood.; Upholstery: non removable cover.; Base:,Cod.,57,57,51,42.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,71.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,71.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,71.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,44.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,70,74,69,71.0
39,Chill-Out Armchair,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/chill-out-armchair/,"Chill-Out is a system of sofas and armchairs that can stand alone or create a vast range of different linear or corner compositions. It features a light,",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-14.svg,"Internal frame:  poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,70,74,69,71.0
40,Lima Armchair,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/lima-armchair/,"A system consisting of sofas and armchairs in different sizes, with a markedly sleek shape to receive the body nicely. Extra comfort is given by the large",https://www.tacchini.it/wp-content/uploads/2017/11/Lima-67-1.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: non removable cover.; Base:",Cod.,89,89,91,78.0
40,Lima Armchair,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/lima-armchair/,"A system consisting of sofas and armchairs in different sizes, with a markedly sleek shape to receive the body nicely. Extra comfort is given by the large",https://www.tacchini.it/wp-content/uploads/2017/11/Lima-67-1.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: non removable cover.; Base:",Cod.,70,89,70,39.0
41,Montevideo Armchair,Claesson Koivisto Rune,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/montevideo-armchair/,Carefully designed shapes and sizes for all-round comfort: this is the guiding principle behind the Montevideo sofa. Armrests and backrest trace a soft,https://www.tacchini.it/wp-content/uploads/2017/11/Montevideo-74-1.svg,"Internal frame: birch plywood 18 mm thick.; Padding: differentiated - density polyurethane foam. Seat/pillow in feather.; Base: tubular metal base Ø 16 mm, powder-coated painted.; Upholstery: fully removable cover.; Base:",Cod.,96,96,90,78.0
42,Reversível,Martin Eisler,https://www.tacchini.it/en/https://www.tacchini.it/en/armchairs/reversivel/,"Fruit of the creative genius of the architect and designer Martin Eisler, Reversível is an historic piece of Carioca design, and Tacchini fell in love",https://www.tacchini.it/wp-content/uploads/2019/05/Reversivel.svg,Backrest: 25 mm poplar plywood.; Seat: iron insert with elastic belts.; Padding: differentiated-density polyurethane foam.; Metal base Ø 15 mm painted T07.; T25 chromed iron feet.; Upholstery: not removable.,Cod.,104,104,73,68.0
